fname,pathologies,comments
15-RUE-MICHEL-MERINO-13005_2018_03517.pdf,"- Présence de fissures structurelles sur les façades avant et arrière de l’immeuble
indiquant une fragilisation de la solidité de l’immeuble ;

- Présence de nombreuses fissures dans les communs de l’immeuble ;

- Présence de nombreuses fissures sur les murs et cloisons des appartements
visités ;

- Présence de dégradation du plancher bas de l’appartement du R+1

- Fléchissement du plancher de l’appartement du R+i-rs-a-parne-eramoure

- Dégradation du plancher haut de l’appartement du R+1 suite à un dégât des eaux
- Dégradation importante du plancher haut de l’appartement du rez de chaussée ;

- Présence de dégradations et de fissures sur les parois et les planchers des caves ;
- Dégradation d’une canalisation dans la cave ;

- Déchaussement d’une partie du sol de la cour arrière de l’immeuble ;

- Traces importantes d'humidité au niveau du sol de la cour arrière ;

Les désordres constatés à l’extérieur et à l’intérieur de l’immeuble peuvent nous
aiguiller vers la possibilité d’une compression des planchers et cloisons et d’un
tassement différentiel.

L’état de la canalisation de la cave, l’humidité constatée et le défaussement du sol
de la cour arrière peuvent nous aiguiller vers la possibilité d’une fragilisation du
sol sous l’immeuble lui faisant perdre ses qualités structurelles.

L’humidité importante constatée sur les parois de cet immeuble entraîne une
décohésion et une désagrégation de la structure de l’immeuble.

Les désordres constatés dans les appartements visités nous aiguillent également
vers la possibilité d’une faiblesse structurelle des planchers se répercutant sur les
cloisons et murs.

La sécurité des usagers est également compromise par ces désordres.

",
15-RUE-SAINT-BAZILE-13001_2018_03368.pdf,"Appartement 4ème étage :

- le plancher de la salle de bain de est déformé et affaissé. Il bouge anormalement.
- au niveau de la cuisine, le balcon apparaît dangereux. Une toiture sommaire
maintenue par un ouvrage en bois pourri le protège de la pluie.

- la sous face du balcon est maintenue par une structare-mecanrque-roumes-<trass
chevrons en bois. Ces ouvrages vétustes et corrodés semblent, en plus, sous
dimensionnés.

Cage d'escalier :

- la cage d’escalier présente des fissures, un bombement sur les deux étages sur le
mur mitoyen ainsi qu’une fissure verticale sur toute la hauteur

- Au dernier niveau, dans la cage d’escalier, des fissures sont présentes et des
morceaux d’enduit ont chu.

- les volées d’escalier présentent des fissures en sous-face, avec une détérioration
importante du limon au premier étage, des morceaux de plâtre sont décollés

- une fissure se profile sous la volée depuis le linteau de la porte d’un
appartement, remontant sur le limon.

Combles :

- plusieurs fuites d’eau ont été constatées dans les combles notamment au niveau
des ouvertures

- les boiseries sont abîmées

- les murs sont dégradés, plus particulièrement au droit des conduits de cheminée

",
15-rue-abram-13015_arrete-pi_2018-03496.pdf,"- Escalier des communs présentant des fissures en sous face,
- Les Façades avants et arrière présentent des fissures à l’avant et à l’arrière sans
conséquence sur la structure

",
15-rue-de-la-fare-pi_2018_02950-edited-2.pdf,"- Façade présentant un gonflement prononcé vers l’extérieur, par une poussée des
parties communes, et des pénétrations d’eau de pluie par la toiture;

- Un ensemble d’étaiement supporte les escaliers,

- Une grande fissure traversante est présente au RDC,

- Des cloisons supportant des flambages importants liés à la compression des
étages supérieurs menacent à tout moment de s’effondrer entraînant une chute de
la façade sur la rue.

- Possibilité forte en cas de chute de la façade d’entraîner le bâtiment voisin n°13
de la rue de la Fare, par le mur mitoyen commun à la construction.

",
16-rue-toussaint-13003-pi_2019_00037.pdf,"- du plafond de la cage d’escalier du dernier étage et des maçonneries instables du
puits de lumière qui menacent de tomber et de blesser les occupants.

- des planchers bas du ler et du 2ème étage qui menacent de s’effondrer et de
blesser les occupants.

- de la structure bois du plancher haut du rez-de-chaussée sur cour qui menace de

s’effondrer et de blesser les occupants.

",
160-avenue-de-saint-louis-13015_2018-12-24-pi-2018-03471.pdf,"- Les deux niveaux en sous-sol (inférieurs à l’avenue de Saint Louis) sont très
dégradés,
- Présence de fuites importantes
- Présence de trous dans le plancher

",
164-avenue-de-la-madrague-de-montredon-13008_2018_03507.pdf,"- l’érosion continue de la mer sur les terres et les roches composées de
conglomérats qui constituent la parcelle a déstabilisé cet ensemble menaçant sous
peu de s’effondrer

- un talus de terre d’environ 20 mètres de haut qui surplombe la plage située en
contrebas s’est déjà partiellement effondré et les terres découvertes présentent des
traces de pollution industrielle

- les différents bâtis qui composent l’ancien logement de gardien situé à environ 5
mètres de l’eau sont en très mauvais état, soit qu’ils se soient déjà effondrés soit
qu’ils soient sur le point de le faire

- une partie des murs de clôture de ce logement s’est également effondrée dans
l’eau

- la toiture du bâtiment principal composée de plaques de fibrociment comporte
vraisemblablement de l’amiante compte tenu de l’âge de la toiture

- des matériaux et des produits chimiques non identifiés jonchent le sol des
locaux

",
17-BD-CHRISTOPHE-MONCADA-13015_2018_03328.pdf,"- l'escalier qui dessert les deux appartements du deuxième étage de l’immeuble
présente un risque d‘effondrement,
- le plancher de l’appartement du deuxième étage situé sur la droite de l’escalier
présente un risque d‘effondrement,

- certains volets de fenêtre présentent un risque de désoneranrsatronae-reraçace———

- un balcon d’appartement donnant sur la façade arrière de l’immeuble présente un
risque d’effondrement,

",
17-RUE-ABRAM-13015_2018_03383.pdf,"- Immeuble est en très mauvais état général
- Escalier des communs présentant des fissures en sous face, voir par endroit des passages de
lumière qui indiquent un mauvais jointoiement. Ces sous faces d’escaliers sont largement
dégradées, enfustage des traverses mal scellés. Présence de larges fissures sur l’ensemble de
la cage d’escalier.

- Façade arrière présente de nombreuses fissures sur toute la-maureur-et-un-ensenrore-ae
fissures assez larges
- Chute d’une partie des corniches sur la voie publique

",
17-rue-moustier-pi_2018_02954-edited-2.pdf,"La cage d'escalier :
détérioration de la 3ème marche d’escalier et l’effondrement la 6ème marche de la

première volée de l’escalier de l’immeuble.

Appartement du ler étage :
fissure en biais traversante située perpendiculairement à la façade rue Moustier, le
long du séparatif séjour/chambre.

Local en rez de chaussée :
déformation :

- du faux plafond de la sous face de la 1ère volée d’escalier.
- du faux plafond de la zone de travail.

",
173-rue-de-lyon-13015_arrete_pi-2018-03494.pdf,"- Importants désordres constatés sur les escaliers

- Importants désordres constatés dans les appartements

- Traces d’infiltrations d’eau à chaque étage

- Les volets présentent des risques de désolidarisation de leurs supports

- Suspicion de toitures fuyardes

- Suspicion de rupture des canalisations des eaux vannes et usées,
",
18-RUE-BERLIOZ-13006_2019_00659.pdf,"- instabilité du garde-corps en rez-de-chaussée,
- dans les caves:

- certaines poutres sont cisaillées et affaiblies,

- certains voûtains sont en compression et d’autres totalement fissurés,

- des enfustages sont instables et/ou désagrégés par l’eau et les insectes xylophages,
- le plancher bas du rez-de-chaussée est structurellement instable malgré l’étaiement
réalisé

",
18-RUE-DANTON-13003_2018_03380.pdf,"Cage d’escalier

- la première volée d’escalier menace de s’effondrer, par le fait que les bois sont
très altérés par des infiltrations persistantes. Le taux d’humidité est à saturation de
100%

- 4éme marche de la première volée : les bois de la volée d’escalier sont
désolidarisés des parties maçonnées. L’écart relevé entre les bois et les
maçonneries est égal à 3 cm.

- 2éme palier : l’enfûtage du 2éme palier est très altéré par les infiltrations
persistantes et menace de s’effondrer

Charpente
- La charpente est très endommagée par des infiltrations importantes et
persistantes

Toiture et cheminée

- Les maçonneries des cheminées sont très altérées par des infiltrations d’eau et
sont désolidarisées de leur assise maçonnée. Il y a un risque manifeste
d’effondrement sur la toiture du n°16 rue Danton, de même que sur la voie
publique.

- Nous sommes en présence de l’effondrement des rives bâties sur les
maçonneries. Il y a un risque d’effondrement manifeste des rives bâties sur la
toiture du 16 rue Danton, de même que sur la voie publique

- Toiture fuyarde

Façades :
- L’enduit du pignon Sud-Est est très dégradé et des plaques entières d’enduit

s’effondrent sur la toiture voisine.

-Sur la partie avant de l’immeuble l’enduit s’est entièrement détaché entre la
façade Sud et la façade Sud-Est avec un risque manifeste de chute de matériau.

- des investigations réalisées à l’aide d’un drone ont révélé au niveau des pignons
et de la toiture un risque imminent d’effondrement au niveau du pignon Sud-Est.
L’immeuble sinistré représente un danger pour les immeubles immédiats et
avoisinants car cet immeuble du n°18 est composé d’un rez-de-chaussée et de 3
niveaux et surplombe 2 autres immeubles.

Le risque d’effondrement est énorme, à savoir que l’immeuble du n°18 surplombe
l’immeuble du n°16 qui est élevé d’un rez-de-chaussée et de 2 niveaux, mais aussi
l’immeuble du n°20 qui quant à lui est élevé d’un rez-de-chaussée et d’un premier
étage. »

",
